phage,host,class,dataset,morphology,concentration
NC_023700,GG663735,0,test,Podoviridae,0.001
NC_018839,CP000113,0,test,Siphoviridae,0.001
NC_018848,CP003876,0,test,Podoviridae,0.001
NC_017865,NC_007288,0,test,Myoviridae,0.001
NC_000867,KC990831,0,test,Myoviridae,0.001
NC_026586,CP013197,0,test,Myoviridae,0.001
MH976516,CALF01000071,0,test,Myoviridae,0.001
KT184391,JTHH01000008,0,test,Myoviridae,0.001
NC_031905,CM000736,0,test,Podoviridae,0.001
NC_007024,CP006884,0,test,Siphoviridae,0.001
NC_031914,CP014861,0,test,Podoviridae,0.001
KT184390,CP012648,0,test,Siphoviridae,0.001
NC_009552,CP011132,0,test,Myoviridae,0.001
NC_031037,HG530068,0,test,Siphoviridae,0.001
NC_031063,CP016400,0,test,Siphoviridae,0.001
NC_015280,JTHH01000008,0,test,Siphoviridae,0.001
KX344445,CP012388,0,test,Myoviridae,0.001
NC_028702,CP016349,0,test,Myoviridae,0.001
NC_016163,JN632628,0,test,Siphoviridae,0.001
NC_027620,BX950851,0,test,Myoviridae,0.001
NC_031932,CP002453,0,test,Podoviridae,0.001
MG663584,CM000736,0,test,Siphoviridae,0.001
NC_012697,CP000031,1,test,Siphoviridae,0.001
NC_019402,CALF01000071,1,test,Myoviridae,0.001
NC_019398,CP014518,0,test,Myoviridae,0.001
NC_016762,CP014326,0,test,Myoviridae,0.001
MH019216,CP016193,0,test,Siphoviridae,0.001
NC_028998,MRCG01000001,1,test,Myoviridae,0.001
MH926056,JTHH01000008,0,test,Siphoviridae,0.001
NC_023566,CM000736,0,test,Siphoviridae,0.001
NC_015283,CP009976,0,test,Podoviridae,0.001
MF467949,CALF01000071,0,test,Siphoviridae,0.001
NC_027623,CP000031,0,test,Podoviridae,0.001
NC_017972,CP005976,1,test,Siphoviridae,0.001
NC_026587,HG530068,1,test,Siphoviridae,0.001
MG198780,CP003184,0,test,Podoviridae,0.001
NC_021867,CP016349,0,test,Podoviridae,0.001
NC_005045,NC_012898,0,test,Podoviridae,0.001
NC_028955,CP012648,0,test,Myoviridae,0.001
NC_023717,CP011256,0,test,Siphoviridae,0.001
NC_031098,KU167097,0,test,Siphoviridae,0.001
NC_005069,JN632628,0,test,Myoviridae,0.001
NC_019549,CP017420,0,test,Myoviridae,0.001
NC_003327,CP004005,0,test,Podoviridae,0.001
NC_026602,CP004353,0,test,Myoviridae,0.001
NC_021338,NC_012898,0,test,Siphoviridae,0.001
NC_017974,CP013197,0,test,Myoviridae,0.001
NC_016765,CP000031,0,test,Podoviridae,0.001
NC_015209,NC_001700,0,test,Podoviridae,0.001
MK433276,KT970065,0,test,Podoviridae,0.001
KY365739,CP013913,0,test,Myoviridae,0.001
NC_027629,NC_023543,0,test,Myoviridae,0.001
NC_014229,BA000030,1,test,Myoviridae,0.001
KY092482,NC_001637,0,test,Siphoviridae,0.001
NC_031119,CP000362,0,test,Myoviridae,0.001
NC_031003,CP002815,1,test,Myoviridae,0.001
NC_011611,CP001047,0,test,Siphoviridae,0.001
MH926057,CP004353,1,test,Podoviridae,0.001
NC_001365,CP013197,1,test,Podoviridae,0.001
NC_004165,CP016224,0,test,Podoviridae,0.001
NC_007024,CP000554,0,test,Siphoviridae,0.001
NC_022971,CP011132,0,test,Myoviridae,0.001
NC_031034,JTHH01000008,1,test,Myoviridae,0.001
NC_030951,HG530135,1,test,Myoviridae,0.001
MH155877,CP000362,0,test,Podoviridae,0.001
NC_028974,CP003488,0,test,Siphoviridae,0.001
NC_006552,CP005976,0,test,Podoviridae,0.001
NC_018832,JTHH01000008,0,test,Podoviridae,0.001
NC_029006,CP003184,0,test,Siphoviridae,0.001
MH926057,CP001713,0,test,Podoviridae,0.001
NC_013197,KC900889,0,test,Siphoviridae,0.001
NC_031005,CP002815,1,test,Podoviridae,0.001
NC_019509,CALF01000071,1,test,Podoviridae,0.001
NC_006565,KC990831,0,test,Myoviridae,0.001
MG663582,CP000362,0,test,Myoviridae,0.001
NC_022771,AP012495,1,test,Myoviridae,0.001
NC_031245,CP001932,0,test,Myoviridae,0.001
NC_021557,CP000628,1,test,Podoviridae,0.001
NC_021792,JN632628,0,test,Myoviridae,0.001
MG920059,CP011301,0,test,Podoviridae,0.001
NC_020873,KU167097,0,test,Podoviridae,0.001
NC_009936,CP003876,0,test,Myoviridae,0.001
NC_024369,CP017420,0,test,Myoviridae,0.001
NC_002180,HF571988,0,test,Podoviridae,0.001
NC_013756,CP014326,0,test,Siphoviridae,0.001
NC_029692,KC900889,0,test,Podoviridae,0.001
NC_018848,CP013129,1,test,Podoviridae,0.001
MH047633,CP001713,0,test,Podoviridae,0.001
NC_018853,AP017605,0,test,Siphoviridae,0.001
MG198778,HQ914635,0,test,Podoviridae,0.001
NC_024697,FP236843,0,test,Podoviridae,0.001
NC_031911,CP012388,1,test,Podoviridae,0.001
NC_012418,AP017605,0,test,Siphoviridae,0.001
NC_029005,AP017605,0,test,Podoviridae,0.001
NC_004462,NC_001637,0,test,Podoviridae,0.001
NC_028820,HF571988,1,test,Myoviridae,0.001
NC_002484,AE000666,0,test,Podoviridae,0.001
KR347353,CP004046,0,test,Myoviridae,0.001
NC_027371,CP007641,0,test,Siphoviridae,0.001
NC_031917,BA000030,0,test,Myoviridae,0.001
NC_001396,CP009902,0,test,Podoviridae,0.001
NC_023576,FN543502,1,test,Podoviridae,0.001
NC_014637,CP002293,0,test,Siphoviridae,0.001
NC_028827,CP013129,1,test,Podoviridae,0.001
NC_026587,CP003563,0,test,Siphoviridae,0.001
NC_006565,CP016349,0,test,Myoviridae,0.001
NC_031084,CP002815,1,test,Podoviridae,0.001
NC_028879,HG530068,1,test,Podoviridae,0.001
NC_022982,CP001751,0,test,Podoviridae,0.001
MH178382,AP008232,0,test,Myoviridae,0.001
NC_022337,CP002815,1,test,Podoviridae,0.001
MH271317,CP013197,0,test,Podoviridae,0.001
NC_027362,CP002815,1,test,Myoviridae,0.001
NC_028904,CP013129,1,test,Myoviridae,0.001
NC_007024,CP000388,0,test,Siphoviridae,0.001
MG198777,CP001397,0,test,Siphoviridae,0.001
NC_027336,CP016400,0,test,Siphoviridae,0.001
NC_027118,CP010812,1,test,Podoviridae,0.001
NC_028982,CP003488,0,test,Myoviridae,0.001
NC_013600,AP008232,1,test,Podoviridae,0.001
KY092481,CP013129,1,test,Podoviridae,0.001
NC_009542,AP009552,0,test,Siphoviridae,0.001
NC_027345,CP001807,0,test,Podoviridae,0.001
NC_020864,CP000628,0,test,Myoviridae,0.001
NC_016569,CP003876,1,test,Siphoviridae,0.001
NC_018863,CM000736,1,test,Podoviridae,0.001
NC_002700,CP011256,0,test,Podoviridae,0.001
NC_028745,KU167097,0,test,Myoviridae,0.001
NC_026242,AP012495,0,test,Myoviridae,0.001
NC_009447,CP016224,0,test,Siphoviridae,0.001
NC_015466,CP000362,1,test,Myoviridae,0.001
NC_014649,NC_001637,1,test,Siphoviridae,0.001
NC_027397,CP000031,0,test,Siphoviridae,0.001
NC_021805,LN554882,0,test,Podoviridae,0.001
NC_028655,KC900889,0,test,Podoviridae,0.001
NC_029046,CP000554,0,test,Siphoviridae,0.001
NC_018277,CP004014,1,test,Myoviridae,0.001
MF347637,CP013197,0,test,Myoviridae,0.001
NC_003793,NC_007288,0,test,Podoviridae,0.001
NC_028809,HG530068,1,test,Myoviridae,0.001
NC_018277,CP011132,0,test,Myoviridae,0.001
NC_028976,CP001397,0,test,Siphoviridae,0.001
NC_027355,CP000830,0,test,Siphoviridae,0.001
NC_017974,CP004005,0,test,Myoviridae,0.001
NC_002700,KC990831,0,test,Podoviridae,0.001
NC_031119,CP001404,0,test,Myoviridae,0.001
NC_037667,CP003184,0,test,Podoviridae,0.001
NC_016659,CP009976,0,test,Myoviridae,0.001
NC_021797,BX950851,0,test,Myoviridae,0.001
KT124227,CP013129,0,test,Myoviridae,0.001
NC_009936,HG530068,1,test,Myoviridae,0.001
NC_004902,CP016400,0,test,Siphoviridae,0.001
NC_020201,CP014617,0,test,Podoviridae,0.001
NC_028672,CP016349,0,test,Siphoviridae,0.001
NC_018839,HG530068,0,test,Siphoviridae,0.001
NC_021793,AP017605,0,test,Podoviridae,0.001
KT124227,CP001404,0,test,Myoviridae,0.001
KT124229,CP003876,0,test,Siphoviridae,0.001
NC_029005,HG530068,0,test,Podoviridae,0.001
NC_031084,LN554882,0,test,Podoviridae,0.001
KR337652,CP002815,1,test,Myoviridae,0.001
NC_006548,KU167097,0,test,Podoviridae,0.001
NC_027623,NC_014574,0,test,Podoviridae,0.001
NC_028998,JTHH01000008,0,test,Myoviridae,0.001
NC_019450,HG530068,1,test,Myoviridae,0.001
NC_018264,CM000736,0,test,Podoviridae,0.001
NC_015466,BA000030,0,test,Myoviridae,0.001
NC_009816,KT970065,0,test,Siphoviridae,0.001
NC_031932,CP007793,0,test,Podoviridae,0.001
KR347353,KC990831,0,test,Myoviridae,0.001
KT152029,NC_001637,0,test,Siphoviridae,0.001
MF919522,CP014861,0,test,Siphoviridae,0.001
NC_031116,CP001047,0,test,Podoviridae,0.001
MH171093,AP008232,0,test,Podoviridae,0.001
NC_016569,CP014326,0,test,Siphoviridae,0.001
NC_010355,CP007793,1,test,Podoviridae,0.001
NC_029078,BX950851,0,test,Podoviridae,0.001
NC_021071,AP009552,0,test,Podoviridae,0.001
NC_028745,CP013197,0,test,Myoviridae,0.001
NC_024792,GG663735,0,test,Myoviridae,0.001
NC_027336,KU167097,0,test,Siphoviridae,0.001
NC_030929,HG530135,0,test,Myoviridae,0.001
NC_004996,CP014326,1,test,Siphoviridae,0.001
MH834610,CP014518,1,test,Podoviridae,0.001
NC_019454,CP014617,0,test,Siphoviridae,0.001
NC_005069,CP003563,0,test,Myoviridae,0.001
NC_007024,CP011256,1,test,Siphoviridae,0.001
NC_017971,LN554882,0,test,Podoviridae,0.001
NC_031012,JTHH01000008,1,test,Podoviridae,0.001
NC_027357,CP004046,0,test,Siphoviridae,0.001
NC_027292,AP017605,0,test,Myoviridae,0.001
NC_006945,CP016349,0,test,Siphoviridae,0.001
NC_001365,CP004005,0,test,Podoviridae,0.001
MG663584,CP016193,0,test,Siphoviridae,0.001
NC_021562,CP010812,1,test,Myoviridae,0.001
NC_009447,NC_014574,0,test,Siphoviridae,0.001
NC_020873,CM000736,1,test,Podoviridae,0.001
NC_002484,CP014326,0,test,Podoviridae,0.001
MH576964,CP012388,0,test,Podoviridae,0.001
NC_021071,CP004005,0,test,Podoviridae,0.001
MK305888,CP000830,0,test,Siphoviridae,0.001
MF919533,CP005976,0,test,Myoviridae,0.001
NC_027386,CALB01000097,0,test,Siphoviridae,0.001
NC_023599,JTHH01000008,1,test,Siphoviridae,0.001
NC_031055,CM000736,1,test,Myoviridae,0.001
NC_031117,CP011301,0,test,Myoviridae,0.001
NC_018860,CM000736,1,test,Siphoviridae,0.001
NC_015159,CP010812,1,test,Siphoviridae,0.001
KU189325,KU167097,0,test,Podoviridae,0.001
NC_031027,CP000362,0,test,Siphoviridae,0.001
NC_031917,CP012648,0,test,Myoviridae,0.001
NC_027389,CP002815,1,test,Podoviridae,0.001
NC_027296,CP000362,0,test,Podoviridae,0.001
NC_002531,CP016193,0,test,Myoviridae,0.001
NC_018839,CP002815,1,test,Siphoviridae,0.001
NC_027355,CM000736,1,test,Siphoviridae,0.001
NC_031100,CP011132,0,test,Podoviridae,0.001
NC_019916,CP014518,0,test,Myoviridae,0.001
NC_021793,CP017420,0,test,Podoviridae,0.001
NC_028773,CALF01000071,1,test,Podoviridae,0.001
NC_031091,CP001807,0,test,Podoviridae,0.001
NC_011048,AP017605,0,test,Siphoviridae,0.001
NC_018845,CP011256,0,test,Podoviridae,0.001
MF541408,CP013129,0,test,Podoviridae,0.001
NC_027393,FN554889,0,test,Myoviridae,0.001
NC_027355,FN543502,0,test,Siphoviridae,0.001
NC_016162,CP016889,0,test,Siphoviridae,0.001
NC_023599,CP017420,0,test,Siphoviridae,0.001
NC_022751,CP000388,0,test,Podoviridae,0.001
NC_021560,CP002815,0,test,Siphoviridae,0.001
NC_018856,KC900889,0,test,Podoviridae,0.001
NC_024785,HG530068,0,test,Podoviridae,0.001
NC_022761,CP013197,0,test,Siphoviridae,0.001
KU958700,CP002930,0,test,Podoviridae,0.001
MH019216,CP016349,0,test,Siphoviridae,0.001
NC_031245,FN554889,0,test,Myoviridae,0.001
NC_028799,CP010812,1,test,Podoviridae,0.001
NC_022341,CP005976,0,test,Podoviridae,0.001
NC_027628,LN554882,0,test,Siphoviridae,0.001
NC_010326,AP017369,0,test,Myoviridae,0.001
NC_029024,CP000967,0,test,Siphoviridae,0.001
NC_027400,CP001751,0,test,Podoviridae,0.001
NC_027625,AP009552,0,test,Siphoviridae,0.001
NC_006294,CP010812,1,test,Myoviridae,0.001
MH590599,CP005976,0,test,Myoviridae,0.001
NC_007024,NC_012898,0,test,Siphoviridae,0.001
NC_028809,CP001807,0,test,Myoviridae,0.001
NC_011107,JTHH01000008,0,test,Podoviridae,0.001
NC_028694,CP014861,0,test,Podoviridae,0.001
NC_022341,CP001047,0,test,Podoviridae,0.001
MG198776,EU557093,0,test,Podoviridae,0.001
KR337647,LN554882,0,test,Podoviridae,0.001
NC_027624,CM003594,0,test,Myoviridae,0.001
NC_015280,CP009902,0,test,Siphoviridae,0.001
NC_023605,CP001807,0,test,Myoviridae,0.001
NC_027388,AP008232,0,test,Podoviridae,0.001
NC_027336,AP008232,0,test,Siphoviridae,0.001
KT186229,NC_001700,0,test,Podoviridae,0.001
NC_024381,HG530068,1,test,Siphoviridae,0.001
NC_034248,CP000554,0,test,Myoviridae,0.001
NC_031054,CP002293,0,test,Podoviridae,0.001
MK305890,CP002453,0,test,Podoviridae,0.001
NC_006294,CP004005,0,test,Myoviridae,0.001
NC_027628,AE000666,0,test,Siphoviridae,0.001
NC_027371,CP002815,1,test,Siphoviridae,0.001
NC_031932,CP001713,0,test,Podoviridae,0.001
NC_031919,CP001932,0,test,Siphoviridae,0.001
NC_005884,HG530068,1,test,Podoviridae,0.001
NC_015280,KC990831,0,test,Siphoviridae,0.001
NC_002484,CP014518,0,test,Podoviridae,0.001
NC_021531,CALF01000071,1,test,Siphoviridae,0.001
NC_028817,EU557093,0,test,Myoviridae,0.001
NC_021322,KC990831,0,test,Podoviridae,0.001
MH976516,CP004353,1,test,Myoviridae,0.001
NC_029081,KU167097,0,test,Podoviridae,0.001
NC_019813,CP002453,0,test,Myoviridae,0.001
NC_027623,AE000666,0,test,Podoviridae,0.001
NC_018853,BA000030,1,test,Siphoviridae,0.001
NC_006936,CP007793,0,test,Siphoviridae,0.001
NC_013756,CP000362,0,test,Siphoviridae,0.001
KT152029,CP004046,0,test,Siphoviridae,0.001
NC_028820,AP009552,0,test,Myoviridae,0.001
NC_025428,AP009552,0,test,Myoviridae,0.001
NC_022335,CP002815,1,test,Myoviridae,0.001
NC_011166,CP016889,0,test,Siphoviridae,0.001
NC_028886,GG663735,0,test,Podoviridae,0.001
NC_025431,AP017605,1,test,Siphoviridae,0.001
NC_019918,HG530068,1,test,Siphoviridae,0.001
NC_011165,BA000030,0,test,Podoviridae,0.001
NC_005355,KT970065,0,test,Podoviridae,0.001
NC_026587,CP000554,0,test,Siphoviridae,0.001
NC_019450,AE000666,0,test,Myoviridae,0.001
NC_021316,BA000030,0,test,Podoviridae,0.001
NC_026594,NC_001637,0,test,Myoviridae,0.001
NC_030940,CP016193,0,test,Siphoviridae,0.001
NC_011523,CP009902,1,test,Myoviridae,0.001
MG198778,CP004353,1,test,Podoviridae,0.001
NC_021071,HG530135,0,test,Podoviridae,0.001
NC_004664,CP000362,0,test,Siphoviridae,0.001
NC_011523,KU167097,0,test,Myoviridae,0.001
NC_022986,HG530068,1,test,Myoviridae,0.001
NC_028919,HG530068,1,test,Myoviridae,0.001
NC_029032,CP003876,0,test,Myoviridae,0.001
NC_005258,CP012648,0,test,Siphoviridae,0.001
KY092479,CP013753,0,test,Siphoviridae,0.001
NC_019398,CP007567,0,test,Myoviridae,0.001
MH155869,CP006884,0,test,Siphoviridae,0.001
NC_028971,CP006884,0,test,Myoviridae,0.001
NC_030929,CP011256,0,test,Myoviridae,0.001
NC_028855,GG663735,0,test,Podoviridae,0.001
KP876465,CM000736,0,test,Podoviridae,0.001
NC_018852,FP236843,0,test,Podoviridae,0.001
NC_027354,AP009552,0,test,Siphoviridae,0.001
NC_027345,CALB01000097,0,test,Podoviridae,0.001
NC_030951,CP000830,0,test,Myoviridae,0.001
NC_003327,KT970065,0,test,Podoviridae,0.001
NC_026602,CP016400,0,test,Myoviridae,0.001
NC_020878,CP007793,0,test,Siphoviridae,0.001
NC_012757,JN632628,0,test,Podoviridae,0.001
MH576968,CP000388,0,test,Podoviridae,0.001
NC_020857,CP000554,1,test,Podoviridae,0.001
NC_022336,CALF01000071,0,test,Myoviridae,0.001
NC_018277,HG530068,0,test,Myoviridae,0.001
NC_026602,CP000113,0,test,Myoviridae,0.001
MG925353,CALF01000071,0,test,Podoviridae,0.001
NC_024382,CP000967,0,test,Siphoviridae,0.001
NC_028976,CP001807,0,test,Siphoviridae,0.001
NC_028657,CP004005,0,test,Siphoviridae,0.001
NC_021340,CP006884,1,test,Podoviridae,0.001
NC_021312,CP000628,0,test,Siphoviridae,0.001
NC_017865,HG530135,0,test,Myoviridae,0.001
NC_021790,CP009976,1,test,Myoviridae,0.001
KP876465,CP013129,0,test,Podoviridae,0.001
MF975638,CP000388,0,test,Podoviridae,0.001
NC_020840,CP004046,0,test,Podoviridae,0.001
NC_017974,CP016400,0,test,Myoviridae,0.001
MH590599,CP001807,0,test,Myoviridae,0.001
NC_024369,CP010812,1,test,Myoviridae,0.001
NC_002643,CP013197,0,test,Podoviridae,0.001
NC_020083,CP001751,0,test,Siphoviridae,0.001
NC_031917,CP000388,1,test,Myoviridae,0.001
MK305890,FN554889,1,test,Podoviridae,0.001
NC_018849,CP013913,0,test,Siphoviridae,0.001
NC_027624,CP012388,0,test,Myoviridae,0.001
NC_022746,HG530068,1,test,Myoviridae,0.001
NC_009935,HG530068,1,test,Myoviridae,0.001
NC_031938,NC_012898,0,test,Myoviridae,0.001
MG198778,EU557093,0,test,Podoviridae,0.001
NC_019402,CP001751,0,test,Myoviridae,0.001
NC_028886,CP012388,0,test,Podoviridae,0.001
NC_011810,HG530068,1,test,Myoviridae,0.001
NC_027623,CP013913,0,test,Podoviridae,0.001
NC_027626,CP002815,1,test,Siphoviridae,0.001
NC_019450,CP014861,0,test,Myoviridae,0.001
NC_031274,CP016400,0,test,Myoviridae,0.001
NC_026594,HG530068,1,test,Myoviridae,0.001
NC_005069,KC900889,0,test,Myoviridae,0.001
NC_027391,LN554882,0,test,Myoviridae,0.001
NC_013756,NC_001637,1,test,Siphoviridae,0.001
NC_023599,NC_023543,0,test,Siphoviridae,0.001
NC_021529,CP016349,1,test,Podoviridae,0.001
NC_031049,JTHH01000008,1,test,Myoviridae,0.001
NC_027361,CP001047,0,test,Myoviridae,0.001
NC_010945,NC_014574,0,test,Podoviridae,0.001
NC_027336,CP002815,1,test,Siphoviridae,0.001
NC_023734,LN554882,0,test,Podoviridae,0.001
NC_028976,CP010812,0,test,Siphoviridae,0.001
NC_020840,CP000830,0,test,Podoviridae,0.001
NC_030929,HG530068,1,test,Myoviridae,0.001
MG198780,CP001713,0,test,Podoviridae,0.001
NC_019515,CM000736,1,test,Myoviridae,0.001
MH155877,FN554889,1,test,Podoviridae,0.001
NC_029083,NC_001637,0,test,Myoviridae,0.001
NC_029101,CP003876,0,test,Siphoviridae,0.001
NC_030929,NC_007288,0,test,Myoviridae,0.001
NC_002700,CP003876,0,test,Podoviridae,0.001
NC_023007,KC900889,0,test,Myoviridae,0.001
NC_031912,CP002453,0,test,Myoviridae,0.001
NC_012697,FP236843,0,test,Siphoviridae,0.001
NC_029005,NC_001637,0,test,Podoviridae,0.001
NC_009816,AP017369,1,test,Siphoviridae,0.001
NC_028850,NC_001637,0,test,Myoviridae,0.001
KY365739,CP016349,0,test,Myoviridae,0.001
NC_016658,BA000030,0,test,Siphoviridae,0.001
NC_017976,CM000736,1,test,Myoviridae,0.001
NC_019918,FP236843,0,test,Siphoviridae,0.001
NC_031003,AP009552,0,test,Myoviridae,0.001
NC_023007,CP004005,0,test,Myoviridae,0.001
KR337648,CP002815,1,test,Myoviridae,0.001
KT186228,CP016193,0,test,Siphoviridae,0.001
NC_031119,AP008232,0,test,Myoviridae,0.001
NC_031037,HG530135,0,test,Siphoviridae,0.001
NC_013599,AP017605,0,test,Siphoviridae,0.001
NC_025423,NC_014574,0,test,Siphoviridae,0.001
NC_027997,CP001807,0,test,Podoviridae,0.001
NC_019402,AP008232,0,test,Myoviridae,0.001
NC_028982,CP002293,0,test,Myoviridae,0.001
NC_031005,CP016400,0,test,Podoviridae,0.001
NC_011373,CP013129,0,test,Myoviridae,0.001
NC_027391,CP003488,0,test,Myoviridae,0.001
NC_002643,CP002930,1,test,Podoviridae,0.001
NC_028879,CP016400,0,test,Podoviridae,0.001
NC_021337,CP004046,0,test,Myoviridae,0.001
MH155877,CP002453,0,test,Podoviridae,0.001
NC_031049,CP012648,0,test,Myoviridae,0.001
NC_005884,CP000113,0,test,Podoviridae,0.001
NC_031084,CP012388,0,test,Podoviridae,0.001
NC_016657,CP000554,1,test,Siphoviridae,0.001
NC_010945,AP017605,0,test,Podoviridae,0.001
NC_019507,FN543502,0,test,Myoviridae,0.001
NC_019451,NC_007288,0,test,Myoviridae,0.001
NC_004821,CM000736,1,test,Myoviridae,0.001
MF347636,CP001713,0,test,Podoviridae,0.001
NC_031926,AP014630,0,test,Siphoviridae,0.001
NC_022771,CP007641,0,test,Myoviridae,0.001
NC_028944,JTHH01000008,1,test,Podoviridae,0.001
MF347636,KU167097,0,test,Podoviridae,0.001
NC_028980,CP000113,0,test,Siphoviridae,0.001
NC_022987,HF571988,0,test,Podoviridae,0.001
NC_004333,CP000362,0,test,Podoviridae,0.001
MH926057,KC990831,0,test,Podoviridae,0.001
NC_020872,CP000830,0,test,Podoviridae,0.001
NC_026594,CP002453,0,test,Myoviridae,0.001
NC_028931,HG530068,1,test,Siphoviridae,0.001
NC_026599,HG530135,0,test,Siphoviridae,0.001
NC_004084,CP012388,0,test,Myoviridae,0.001
NC_027294,CP002815,1,test,Podoviridae,0.001
NC_026602,EU557093,0,test,Myoviridae,0.001
NC_005258,CP004353,0,test,Siphoviridae,0.001
MG812488,KC900889,0,test,Siphoviridae,0.001
NC_031100,CP002453,0,test,Podoviridae,0.001
NC_019450,CP005976,0,test,Myoviridae,0.001
NC_030929,AP009552,0,test,Myoviridae,0.001
NC_025423,CP012648,0,test,Siphoviridae,0.001
KR337647,CP014518,0,test,Podoviridae,0.001
NC_018832,CP002815,0,test,Podoviridae,0.001
NC_028850,CP004005,0,test,Myoviridae,0.001
NC_022982,CP002293,0,test,Podoviridae,0.001
NC_021794,KC900889,0,test,Siphoviridae,0.001
NC_020841,CM003594,1,test,Siphoviridae,0.001
MH271317,CP004353,1,test,Podoviridae,0.001
NC_020857,CP000388,0,test,Podoviridae,0.001
NC_028982,CM000736,1,test,Myoviridae,0.001
NC_028982,LN554882,0,test,Myoviridae,0.001
NC_031091,FN554889,0,test,Podoviridae,0.001
MH229863,CP016193,0,test,Siphoviridae,0.001
NC_027401,CP002815,1,test,Myoviridae,0.001
NC_000867,HF571988,0,test,Myoviridae,0.001
NC_015157,KT970065,0,test,Myoviridae,0.001
NC_029006,CP003563,0,test,Siphoviridae,0.001
NC_031914,CM000736,0,test,Podoviridae,0.001
NC_002700,AP014630,1,test,Podoviridae,0.001
NC_031098,CP002930,0,test,Siphoviridae,0.001
NC_023734,CM003594,1,test,Podoviridae,0.001
NC_029078,CP004005,0,test,Podoviridae,0.001
MH651172,AP009552,0,test,Siphoviridae,0.001
MH155877,JN632628,0,test,Podoviridae,0.001
NC_027988,CP013197,0,test,Myoviridae,0.001
KU530220,HF571988,0,test,Siphoviridae,0.001
MF358542,CP014518,0,test,Myoviridae,0.001
NC_021318,CP005976,0,test,Myoviridae,0.001
NC_028655,HF571988,1,test,Podoviridae,0.001
KT124228,CP013129,1,test,Siphoviridae,0.001
NC_031016,CP001807,0,test,Siphoviridae,0.001
KR337652,HF571988,0,test,Myoviridae,0.001
NC_027393,FP236843,0,test,Myoviridae,0.001
NC_028652,HG530135,0,test,Podoviridae,0.001
NC_031274,HG530068,1,test,Myoviridae,0.001
NC_021864,CP016193,0,test,Siphoviridae,0.001
NC_021338,CP014617,1,test,Siphoviridae,0.001
MF919516,CP002815,1,test,Siphoviridae,0.001
NC_001271,AP012495,0,test,Podoviridae,0.001
NC_006548,CP001932,0,test,Podoviridae,0.001
NC_016657,BA000030,0,test,Siphoviridae,0.001
NC_010179,CP016400,1,test,Podoviridae,0.001
NC_025423,CP001751,0,test,Siphoviridae,0.001
NC_021805,CP009976,1,test,Podoviridae,0.001
NC_027332,AP014630,0,test,Myoviridae,0.001
KT124228,CP000967,0,test,Siphoviridae,0.001
NC_031003,CP002930,0,test,Myoviridae,0.001
KY365739,CP000830,0,test,Myoviridae,0.001
MF541404,CP001397,0,test,Myoviridae,0.001
NC_025431,CP000628,0,test,Siphoviridae,0.001
MK433268,FN554889,0,test,Podoviridae,0.001
NC_019525,CP002930,1,test,Podoviridae,0.001
NC_011165,CP002815,0,test,Podoviridae,0.001
KR337653,KT970065,0,test,Siphoviridae,0.001
NC_027624,CP013913,0,test,Myoviridae,0.001
NC_001628,CP014861,0,test,Siphoviridae,0.001
NC_027386,AP017605,0,test,Siphoviridae,0.001
NC_015209,CP001932,0,test,Podoviridae,0.001
NC_005345,CP013129,1,test,Siphoviridae,0.001
